transaction_id,account_id,customer_name,email,income_band,country,province,city,postal_code,account_type,transaction_type,transaction_amount,currency,merchant_name,merchant_category,payment_method,transaction_date,balance_before,balance_after,is_international,exchange_rate,is_fraud,device_type,recurring_payment,month,day_of_week,Month Name,Credit_vs_Debit,Fraud_Flag,Net_Change
TXN-000263,ACC-67670,Name_1871,user4095@example.com,Upper-Mid,Canada,British Columbia,Surrey,G0K 2B7,Savings,Credit,0.79,CAD,Merchant_84,Healthcare,Wire,2/25/2026 5:50,4979.81,4980.59,FALSE,,FALSE,Mobile,FALSE,2,Wednesday,February,Credit,Clean,0.78
TXN-000264,ACC-32058,Name_9335,user5469@example.com,Lower-Mid,Canada,Alberta,Calgary,J9A 8H6,Checking,Debit,7.21,CAD,Merchant_127,Healthcare,Card,8/17/2025 14:52,2462.99,2455.78,FALSE,,FALSE,Web,TRUE,8,Sunday,August,Debit,Clean,-7.21
TXN-000265,ACC-53178,Name_1718,user8423@example.com,Lower-Mid,Canada,Ontario,Ottawa,N9G 3B4,Savings,Credit,15.6,CAD,Merchant_409,Groceries,Card,1/24/2026 5:59,871.24,886.85,FALSE,,FALSE,POS,FALSE,1,Saturday,January,Credit,Clean,15.61
TXN-000266,ACC-25807,Name_5891,user9042@example.com,Lower-Mid,Canada,Alberta,Calgary,S4G 5E5,Credit,Debit,5.77,CAD,Merchant_103,Healthcare,Wire,2/20/2026 5:08,3877.67,3871.91,FALSE,,FALSE,Web,FALSE,2,Friday,February,Debit,Clean,-5.76
TXN-000267,ACC-30325,Name_9115,user9638@example.com,Upper-Mid,Canada,Alberta,Calgary,X1M 7S1,Savings,Credit,102.76,CAD,Merchant_154,Dining,Transfer,2/20/2026 6:44,8112.21,8214.97,FALSE,,FALSE,POS,FALSE,2,Friday,February,Credit,Clean,102.76
TXN-000268,ACC-43405,Name_2339,user9248@example.com,Lower-Mid,Canada,Quebec,Laval,A1T 2H6,Checking,Credit,4.81,CAD,Merchant_43,Entertainment,Direct Debit,1/10/2026 17:21,2428.48,2433.29,FALSE,,FALSE,Web,FALSE,1,Saturday,January,Credit,Clean,4.81
TXN-000269,ACC-80041,Name_1293,user1095@example.com,Lower-Mid,Canada,Alberta,Red Deer,R1A 2V7,Credit,Debit,12.94,CAD,Merchant_208,Healthcare,Direct Debit,3/4/2026 12:26,1694.67,1681.74,FALSE,,FALSE,POS,FALSE,3,Wednesday,March,Debit,Clean,-12.93
TXN-000270,ACC-73060,Name_3378,user4961@example.com,Mid,Canada,British Columbia,Surrey,S8J 1M7,Checking,Debit,22.89,CAD,Merchant_243,Entertainment,Card,6/29/2025 9:12,3118.6,3095.71,FALSE,,FALSE,Mobile,TRUE,6,Sunday,June,Debit,Clean,-22.89
TXN-000271,ACC-64484,Name_9121,user5764@example.com,Upper-Mid,Canada,Quebec,Laval,B7R 7X9,Credit,Credit,84.88,CAD,Merchant_314,Healthcare,Transfer,2/11/2026 7:26,10022.72,10107.6,TRUE,1.2,TRUE,POS,TRUE,2,Wednesday,February,Credit,Fraud,84.88
TXN-000272,ACC-35192,Name_8688,user6633@example.com,Low,Canada,British Columbia,Surrey,T3X 3N9,Credit,Credit,4.78,CAD,Merchant_337,Healthcare,Transfer,6/15/2025 18:45,1807.18,1811.96,FALSE,,FALSE,Web,FALSE,6,Sunday,June,Credit,Clean,4.78
TXN-000273,ACC-32713,Name_4268,user3561@example.com,Upper-Mid,Canada,Alberta,Edmonton,V1S 7M3,Checking,Debit,64.27,CAD,Merchant_286,Groceries,Card,3/2/2026 0:07,12597.06,12532.79,FALSE,,FALSE,Web,FALSE,3,Monday,March,Debit,Clean,-64.27
TXN-000274,ACC-56562,Name_1764,user5382@example.com,Low,Canada,British Columbia,Surrey,G8E 0T7,Checking,Debit,20.29,CAD,Merchant_500,Rent,Card,8/4/2025 19:49,1690.31,1670.02,FALSE,,FALSE,POS,TRUE,8,Monday,August,Debit,Clean,-20.29
TXN-000275,ACC-28058,Name_3014,user4307@example.com,Mid,Canada,Ontario,Toronto,T6A 3V5,Savings,Credit,7.53,CAD,Merchant_259,Dining,Card,2/19/2026 20:20,2099.23,2106.75,FALSE,,FALSE,Web,FALSE,2,Thursday,February,Credit,Clean,7.52
TXN-000276,ACC-99417,Name_6927,user1487@example.com,Mid,Canada,Alberta,Edmonton,T2A 8C1,Savings,Credit,31.88,CAD,Merchant_162,Entertainment,Transfer,11/15/2025 1:49,4707.55,4739.44,FALSE,,FALSE,Web,TRUE,11,Saturday,November,Credit,Clean,31.89
TXN-000277,ACC-49888,Name_6139,user6638@example.com,High,Canada,Ontario,Mississauga,A4X 9G6,Savings,Credit,24.51,CAD,Merchant_330,Travel,Wire,3/19/2026 2:54,41560.97,41585.48,FALSE,,FALSE,POS,FALSE,3,Thursday,March,Credit,Clean,24.51
TXN-000278,ACC-93320,Name_3621,user1383@example.com,Upper-Mid,Canada,Alberta,Calgary,A8L 3M6,Credit,Credit,11.02,CAD,Merchant_57,Groceries,Direct Debit,9/1/2025 1:20,11626.57,11637.59,FALSE,,FALSE,Web,FALSE,9,Monday,September,Credit,Clean,11.02
TXN-000279,ACC-92279,Name_9737,user4831@example.com,Low,Canada,British Columbia,Vancouver,P4M 9G6,Credit,Debit,21.54,CAD,Merchant_378,Travel,Card,1/9/2026 7:56,1371.73,1350.19,FALSE,,FALSE,Web,FALSE,1,Friday,January,Debit,Clean,-21.54
TXN-000280,ACC-62789,Name_9502,user7468@example.com,Mid,Canada,Quebec,Quebec City,L9V 6T7,Credit,Debit,13.66,CAD,Merchant_499,Entertainment,Transfer,10/1/2025 6:32,3884.37,3870.71,FALSE,,FALSE,Mobile,FALSE,10,Wednesday,October,Debit,Clean,-13.66
TXN-000281,ACC-63558,Name_2807,user2980@example.com,Mid,Canada,Alberta,Red Deer,P9M 0X2,Checking,Debit,22.5,CAD,Merchant_191,Utilities,Direct Debit,9/30/2025 12:37,4703.99,4681.49,FALSE,,FALSE,Web,FALSE,9,Tuesday,September,Debit,Clean,-22.5
TXN-000282,ACC-73068,Name_6074,user8411@example.com,Low,Canada,Ontario,Toronto,N6V 9G2,Credit,Credit,38.94,CAD,Merchant_326,Healthcare,Wire,4/28/2025 10:25,1261.32,1300.27,TRUE,1.17,FALSE,Mobile,FALSE,4,Monday,April,Credit,Clean,38.95
TXN-000283,ACC-84972,Name_6060,user3028@example.com,Upper-Mid,Canada,British Columbia,Vancouver,Y1J 9Y9,Checking,Credit,98.1,CAD,Merchant_491,Travel,Wire,6/18/2025 7:00,7744.77,7842.87,FALSE,,FALSE,POS,FALSE,6,Wednesday,June,Credit,Clean,98.1
TXN-000284,ACC-15896,Name_9052,user1381@example.com,High,Canada,Ontario,Mississauga,N6H 6A8,Savings,Credit,5.83,CAD,Merchant_196,Utilities,Card,9/5/2025 21:36,37635.94,37641.77,FALSE,,FALSE,Mobile,FALSE,9,Friday,September,Credit,Clean,5.83
TXN-000285,ACC-51948,Name_3334,user7763@example.com,Low,Canada,Quebec,Quebec City,N4R 1B3,Checking,Credit,169.53,CAD,Merchant_386,Travel,Wire,8/24/2025 21:05,660,829.53,FALSE,,FALSE,POS,FALSE,8,Sunday,August,Credit,Clean,169.53
TXN-000286,ACC-82706,Name_3057,user5990@example.com,Lower-Mid,Canada,Alberta,Calgary,S7C 8J2,Savings,Debit,2.85,CAD,Merchant_277,Dining,Transfer,3/5/2026 12:14,2435.92,2433.07,FALSE,,FALSE,POS,FALSE,3,Thursday,March,Debit,Clean,-2.85
TXN-000287,ACC-92864,Name_4485,user9361@example.com,Low,Canada,Alberta,Calgary,M0H 8C4,Checking,Credit,17.26,CAD,Merchant_203,Rent,Transfer,3/8/2026 21:21,1036.37,1053.63,FALSE,,FALSE,POS,FALSE,3,Sunday,March,Credit,Clean,17.26
TXN-000288,ACC-70266,Name_6381,user1260@example.com,Lower-Mid,Canada,British Columbia,Victoria,G0V 0A2,Savings,Credit,36.17,CAD,Merchant_285,Healthcare,Wire,9/5/2025 19:12,3307.2,3343.37,FALSE,,FALSE,POS,TRUE,9,Friday,September,Credit,Clean,36.17
TXN-000289,ACC-70646,Name_7069,user4161@example.com,Low,Canada,Ontario,Mississauga,T0K 0L5,Checking,Credit,26.6,CAD,Merchant_47,Utilities,Transfer,3/16/2026 9:06,1697.75,1724.35,FALSE,,FALSE,Mobile,FALSE,3,Monday,March,Credit,Clean,26.6
TXN-000290,ACC-82323,Name_4174,user3875@example.com,Lower-Mid,Canada,British Columbia,Vancouver,C9G 1G4,Credit,Credit,10.78,CAD,Merchant_439,Travel,Direct Debit,12/7/2025 0:09,2974.39,2985.16,FALSE,,FALSE,Mobile,FALSE,12,Sunday,December,Credit,Clean,10.77
TXN-000291,ACC-99151,Name_9491,user8644@example.com,Mid,Canada,Ontario,Mississauga,V5X 0K0,Savings,Debit,16.31,CAD,Merchant_471,Entertainment,Wire,10/19/2025 17:06,7181.71,7165.4,FALSE,,FALSE,Web,TRUE,10,Sunday,October,Debit,Clean,-16.31
TXN-000292,ACC-92050,Name_2584,user1456@example.com,Low,Canada,Quebec,Quebec City,V6A 9N4,Checking,Debit,12.27,CAD,Merchant_56,Healthcare,Transfer,9/9/2025 18:03,1229.28,1217.01,FALSE,,FALSE,Web,FALSE,9,Tuesday,September,Debit,Clean,-12.27
TXN-000293,ACC-18523,Name_3089,user2015@example.com,Upper-Mid,Canada,British Columbia,Surrey,T0M 9S1,Checking,Debit,11.14,CAD,Merchant_347,Groceries,Card,4/11/2025 21:19,12169.18,12158.04,FALSE,,FALSE,Web,FALSE,4,Friday,April,Debit,Clean,-11.14
TXN-000294,ACC-95317,Name_1425,user8439@example.com,Mid,Canada,Alberta,Calgary,X5J 1E0,Credit,Credit,46.97,CAD,Merchant_366,Rent,Transfer,2/5/2026 12:20,6512.32,6559.3,FALSE,,FALSE,POS,TRUE,2,Thursday,February,Credit,Clean,46.98
TXN-000295,ACC-86502,Name_9866,user3385@example.com,Lower-Mid,Canada,British Columbia,Victoria,G7M 9N4,Savings,Credit,28.7,CAD,Merchant_497,Groceries,Transfer,2/21/2026 20:18,2056.19,2084.89,FALSE,,FALSE,Mobile,FALSE,2,Saturday,February,Credit,Clean,28.7
TXN-000296,ACC-85813,Name_6499,user5909@example.com,Lower-Mid,Canada,Ontario,Ottawa,S5H 1T0,Savings,Credit,10.05,CAD,Merchant_113,Groceries,Transfer,1/27/2026 7:20,2741.94,2751.99,FALSE,,FALSE,POS,FALSE,1,Tuesday,January,Credit,Clean,10.05
TXN-000297,ACC-28664,Name_5760,user8215@example.com,Mid,Canada,Quebec,Montreal,J9P 0A3,Checking,Debit,49.38,CAD,Merchant_146,Dining,Transfer,4/10/2025 2:06,6650.9,6601.52,FALSE,,FALSE,Web,FALSE,4,Thursday,April,Debit,Clean,-49.38
TXN-000298,ACC-37556,Name_5998,user8474@example.com,Lower-Mid,Canada,British Columbia,Surrey,K5P 2X9,Savings,Debit,27.31,CAD,Merchant_450,Rent,Card,5/20/2025 19:58,1116.27,1088.96,FALSE,,FALSE,Mobile,FALSE,5,Tuesday,May,Debit,Clean,-27.31
TXN-000299,ACC-29472,Name_6368,user5049@example.com,Low,Canada,Quebec,Montreal,B4G 8V3,Credit,Debit,45.28,CAD,Merchant_42,Healthcare,Card,12/24/2025 18:49,880.75,835.47,FALSE,,FALSE,Mobile,FALSE,12,Wednesday,December,Debit,Clean,-45.28
TXN-000300,ACC-37158,Name_4596,user4325@example.com,Mid,Canada,British Columbia,Victoria,T3R 3M6,Savings,Credit,37.7,CAD,Merchant_293,Dining,Direct Debit,1/18/2026 5:01,4678.33,4716.03,FALSE,,FALSE,Web,FALSE,1,Sunday,January,Credit,Clean,37.7
TXN-000301,ACC-60118,Name_1404,user3942@example.com,Lower-Mid,Canada,Quebec,Montreal,T3L 1P1,Savings,Credit,8.77,CAD,Merchant_432,Rent,Direct Debit,12/4/2025 19:16,1305.62,1314.39,FALSE,,FALSE,Mobile,TRUE,12,Thursday,December,Credit,Clean,8.77
TXN-000302,ACC-81188,Name_5278,user1139@example.com,Low,Canada,Ontario,Ottawa,M4P 6R9,Credit,Credit,11.47,CAD,Merchant_7,Healthcare,Transfer,6/4/2025 7:46,560.55,572.02,FALSE,,FALSE,Web,FALSE,6,Wednesday,June,Credit,Clean,11.47
TXN-000303,ACC-67498,Name_8372,user1493@example.com,Lower-Mid,Canada,Quebec,Quebec City,P2G 4A7,Credit,Debit,42.41,CAD,Merchant_428,Salary,Direct Debit,3/17/2026 22:12,2434.15,2391.75,FALSE,,FALSE,Mobile,FALSE,3,Tuesday,March,Debit,Clean,-42.4
TXN-000304,ACC-61234,Name_7247,user4345@example.com,Mid,Canada,Alberta,Red Deer,R1Y 6J7,Checking,Credit,36.98,CAD,Merchant_169,Healthcare,Direct Debit,1/31/2026 3:54,6497.5,6534.48,FALSE,,FALSE,Mobile,TRUE,1,Saturday,January,Credit,Clean,36.98
TXN-000305,ACC-58319,Name_9495,user1180@example.com,Upper-Mid,Canada,Quebec,Montreal,H5S 6H1,Checking,Debit,19.67,CAD,Merchant_275,Entertainment,Wire,4/29/2025 23:02,13936.14,13916.47,FALSE,,FALSE,POS,TRUE,4,Tuesday,April,Debit,Clean,-19.67
TXN-000306,ACC-36437,Name_1121,user3337@example.com,Upper-Mid,Canada,Quebec,Montreal,T1R 9K8,Savings,Credit,22.59,CAD,Merchant_467,Healthcare,Wire,3/10/2026 23:16,4905.37,4927.96,FALSE,,FALSE,Web,FALSE,3,Tuesday,March,Credit,Clean,22.59
TXN-000307,ACC-70008,Name_7302,user4005@example.com,Mid,Canada,Ontario,Ottawa,E6B 3H4,Credit,Debit,72.07,CAD,Merchant_276,Utilities,Card,2/5/2026 8:26,6898.48,6826.4,FALSE,,FALSE,POS,FALSE,2,Thursday,February,Debit,Clean,-72.08
TXN-000308,ACC-70577,Name_1437,user2199@example.com,Lower-Mid,Canada,Quebec,Quebec City,T6N 6J6,Checking,Credit,11.12,CAD,Merchant_6,Utilities,Card,7/10/2025 1:01,924.31,935.42,FALSE,,FALSE,POS,FALSE,7,Thursday,July,Credit,Clean,11.11
TXN-000309,ACC-12367,Name_2646,user3903@example.com,Upper-Mid,Canada,British Columbia,Surrey,M1Y 6H1,Credit,Debit,34.71,CAD,Merchant_391,Groceries,Direct Debit,6/15/2025 14:52,5907.52,5872.81,FALSE,,FALSE,Mobile,FALSE,6,Sunday,June,Debit,Clean,-34.71
TXN-000310,ACC-16378,Name_7183,user4305@example.com,Upper-Mid,Canada,Quebec,Montreal,K5K 3C0,Savings,Debit,16.41,CAD,Merchant_15,Groceries,Direct Debit,4/21/2025 3:59,3573.07,3556.66,FALSE,,FALSE,Mobile,FALSE,4,Monday,April,Debit,Clean,-16.41
TXN-000311,ACC-37147,Name_9875,user7472@example.com,High,Canada,Ontario,Toronto,S1K 3E5,Savings,Debit,16.16,CAD,Merchant_89,Groceries,Wire,2/8/2026 15:38,9848.53,9832.37,FALSE,,FALSE,POS,FALSE,2,Sunday,February,Debit,Clean,-16.16
TXN-000312,ACC-80278,Name_3809,user5127@example.com,Mid,Canada,Alberta,Calgary,E9N 6G5,Checking,Debit,60.27,CAD,Merchant_326,Salary,Wire,12/5/2025 12:44,5549.61,5489.35,FALSE,,FALSE,Mobile,FALSE,12,Friday,December,Debit,Clean,-60.26
TXN-000313,ACC-17854,Name_3253,user7136@example.com,Mid,Canada,Alberta,Edmonton,V4J 2R3,Credit,Debit,45.85,CAD,Merchant_20,Travel,Wire,7/28/2025 4:04,5932.4,5886.55,FALSE,,FALSE,POS,FALSE,7,Monday,July,Debit,Clean,-45.85
TXN-000314,ACC-80688,Name_1885,user5068@example.com,Lower-Mid,Canada,Quebec,Quebec City,K9R 8N2,Savings,Debit,45.31,CAD,Merchant_323,Groceries,Card,9/16/2025 16:12,638.63,593.32,FALSE,,FALSE,Web,TRUE,9,Tuesday,September,Debit,Clean,-45.31
TXN-000315,ACC-35891,Name_5012,user7947@example.com,Mid,Canada,Quebec,Montreal,H9K 4M9,Savings,Debit,74.1,CAD,Merchant_496,Travel,Direct Debit,11/19/2025 18:09,1642.32,1568.21,FALSE,,FALSE,Web,TRUE,11,Wednesday,November,Debit,Clean,-74.11
TXN-000316,ACC-80411,Name_3503,user3878@example.com,Lower-Mid,Canada,British Columbia,Victoria,L6T 4T4,Savings,Credit,20.51,CAD,Merchant_288,Healthcare,Card,5/6/2025 18:37,1979.44,1999.95,TRUE,0.93,FALSE,POS,FALSE,5,Tuesday,May,Credit,Clean,20.51
TXN-000317,ACC-87110,Name_2167,user7697@example.com,Low,Canada,Quebec,Montreal,B1R 9H3,Savings,Credit,39.72,CAD,Merchant_491,Utilities,Direct Debit,11/30/2025 18:40,1750.98,1790.7,FALSE,,FALSE,POS,FALSE,11,Sunday,November,Credit,Clean,39.72
TXN-000318,ACC-29383,Name_5281,user8462@example.com,Low,Canada,British Columbia,Surrey,G4K 9H0,Checking,Credit,14.73,CAD,Merchant_395,Rent,Wire,3/18/2026 6:40,893.6,908.33,FALSE,,FALSE,Web,FALSE,3,Wednesday,March,Credit,Clean,14.73
TXN-000319,ACC-85053,Name_6642,user3338@example.com,High,Canada,Ontario,Mississauga,L3R 4A2,Savings,Credit,27.78,CAD,Merchant_1,Rent,Card,5/9/2025 12:39,29027.17,29054.94,FALSE,,FALSE,POS,FALSE,5,Friday,May,Credit,Clean,27.77
TXN-000320,ACC-33950,Name_4143,user5249@example.com,Lower-Mid,Canada,Alberta,Red Deer,S7E 2C4,Checking,Debit,17.63,CAD,Merchant_194,Rent,Direct Debit,6/28/2025 15:02,1117.4,1099.77,FALSE,,FALSE,Mobile,FALSE,6,Saturday,June,Debit,Clean,-17.63
TXN-000321,ACC-78167,Name_5355,user8961@example.com,Mid,Canada,Quebec,Quebec City,V5S 5P5,Savings,Debit,22.13,CAD,Merchant_419,Travel,Direct Debit,3/28/2025 21:37,2862.57,2840.43,FALSE,,FALSE,POS,FALSE,3,Friday,March,Debit,Clean,-22.14
TXN-000322,ACC-42576,Name_7036,user8404@example.com,Upper-Mid,Canada,Ontario,Ottawa,V8S 3A5,Checking,Debit,36.42,CAD,Merchant_325,Salary,Card,12/21/2025 17:43,7821.7,7785.28,TRUE,1.38,FALSE,POS,FALSE,12,Sunday,December,Debit,Clean,-36.42
TXN-000323,ACC-48517,Name_4196,user3345@example.com,Mid,Canada,Alberta,Calgary,X9X 0G7,Checking,Credit,8.86,CAD,Merchant_155,Healthcare,Transfer,5/16/2025 8:23,1569.58,1578.45,FALSE,,FALSE,Web,FALSE,5,Friday,May,Credit,Clean,8.87
TXN-000324,ACC-43767,Name_8803,user3016@example.com,Mid,Canada,Alberta,Red Deer,G8V 1N3,Credit,Debit,162.78,CAD,Merchant_393,Rent,Direct Debit,10/7/2025 17:13,7609.47,7446.69,FALSE,,FALSE,Web,FALSE,10,Tuesday,October,Debit,Clean,-162.78
TXN-000325,ACC-25218,Name_7025,user3087@example.com,Mid,Canada,Alberta,Red Deer,N6A 4B9,Credit,Debit,7.34,CAD,Merchant_98,Entertainment,Wire,1/22/2026 15:46,6659.13,6651.79,FALSE,,FALSE,Web,FALSE,1,Thursday,January,Debit,Clean,-7.34
TXN-000326,ACC-47144,Name_3389,user1562@example.com,Mid,Canada,Quebec,Laval,N4X 1L9,Savings,Credit,5.96,CAD,Merchant_324,Travel,Wire,11/13/2025 13:37,1064.32,1070.28,FALSE,,FALSE,Web,FALSE,11,Thursday,November,Credit,Clean,5.96
TXN-000327,ACC-49203,Name_3608,user1353@example.com,High,Canada,Alberta,Calgary,Y6N 6V5,Savings,Debit,63.95,CAD,Merchant_201,Rent,Direct Debit,11/30/2025 8:24,42037.58,41973.63,FALSE,,FALSE,Web,FALSE,11,Sunday,November,Debit,Clean,-63.95
TXN-000328,ACC-73234,Name_5769,user3372@example.com,Upper-Mid,Canada,Quebec,Laval,J3J 0P9,Checking,Credit,44.33,CAD,Merchant_348,Dining,Wire,6/3/2025 23:43,9964.6,10008.93,FALSE,,FALSE,Web,FALSE,6,Tuesday,June,Credit,Clean,44.33
TXN-000329,ACC-25571,Name_4946,user7498@example.com,Low,Canada,Quebec,Montreal,V4H 6C7,Credit,Credit,37.49,CAD,Merchant_196,Utilities,Wire,10/17/2025 16:01,1953.49,1990.98,FALSE,,FALSE,Web,TRUE,10,Friday,October,Credit,Clean,37.49
TXN-000330,ACC-73463,Name_8105,user5888@example.com,Low,Canada,Ontario,Toronto,G1N 1Y2,Savings,Credit,37.65,CAD,Merchant_417,Groceries,Wire,1/22/2026 14:23,1354.54,1392.19,FALSE,,FALSE,POS,FALSE,1,Thursday,January,Credit,Clean,37.65
TXN-000331,ACC-68619,Name_6149,user3015@example.com,Mid,Canada,Alberta,Calgary,B2J 2C8,Savings,Debit,19.84,CAD,Merchant_436,Groceries,Card,6/25/2025 9:34,6530.47,6510.63,FALSE,,FALSE,Mobile,FALSE,6,Wednesday,June,Debit,Clean,-19.84
TXN-000332,ACC-51017,Name_9563,user6769@example.com,Low,Canada,British Columbia,Surrey,Y8J 1B3,Checking,Credit,8.19,CAD,Merchant_97,Dining,Direct Debit,1/15/2026 0:43,1958.79,1966.97,FALSE,,FALSE,Mobile,FALSE,1,Thursday,January,Credit,Clean,8.18
TXN-000333,ACC-28775,Name_9780,user4338@example.com,Lower-Mid,Canada,Quebec,Laval,C4J 5X9,Checking,Debit,21.67,CAD,Merchant_215,Dining,Direct Debit,8/3/2025 6:26,2678.09,2656.43,FALSE,,FALSE,Web,FALSE,8,Sunday,August,Debit,Clean,-21.66
TXN-000334,ACC-22838,Name_7179,user4640@example.com,Lower-Mid,Canada,Quebec,Montreal,R1E 2X4,Credit,Credit,10.2,CAD,Merchant_421,Healthcare,Card,7/18/2025 16:59,2893.93,2904.13,FALSE,,FALSE,POS,FALSE,7,Friday,July,Credit,Clean,10.2
TXN-000335,ACC-30380,Name_3070,user3337@example.com,Lower-Mid,Canada,British Columbia,Surrey,R9L 0P3,Credit,Credit,53.26,CAD,Merchant_312,Entertainment,Wire,3/30/2025 6:31,667.87,721.13,FALSE,,FALSE,Mobile,FALSE,3,Sunday,March,Credit,Clean,53.26
TXN-000336,ACC-50991,Name_2476,user2302@example.com,Mid,Canada,British Columbia,Victoria,C3C 2B1,Credit,Credit,17.34,CAD,Merchant_147,Healthcare,Card,8/28/2025 22:48,7591.74,7609.08,FALSE,,FALSE,Web,FALSE,8,Thursday,August,Credit,Clean,17.34
TXN-000337,ACC-80035,Name_6653,user5001@example.com,Mid,Canada,Quebec,Quebec City,X9B 9T2,Credit,Debit,8.8,CAD,Merchant_477,Travel,Transfer,3/25/2026 22:43,4726.87,4718.07,FALSE,,FALSE,Mobile,FALSE,3,Wednesday,March,Debit,Clean,-8.8
TXN-000338,ACC-73324,Name_5809,user5337@example.com,Lower-Mid,Canada,Quebec,Laval,J0R 3M8,Checking,Debit,14.56,CAD,Merchant_479,Healthcare,Wire,5/24/2025 18:18,2234.28,2219.71,FALSE,,FALSE,Mobile,FALSE,5,Saturday,May,Debit,Clean,-14.57
TXN-000339,ACC-26232,Name_8985,user1113@example.com,Lower-Mid,Canada,Alberta,Edmonton,G4K 7R5,Savings,Credit,30.35,CAD,Merchant_187,Entertainment,Transfer,12/13/2025 13:25,1724.03,1754.38,FALSE,,FALSE,POS,FALSE,12,Saturday,December,Credit,Clean,30.35
TXN-000340,ACC-53412,Name_1517,user3626@example.com,Mid,Canada,Ontario,Ottawa,J7L 1S7,Credit,Debit,11.43,CAD,Merchant_254,Dining,Direct Debit,6/1/2025 21:25,6229.64,6218.21,FALSE,,FALSE,Web,FALSE,6,Sunday,June,Debit,Clean,-11.43
TXN-000341,ACC-11052,Name_8116,user8867@example.com,Low,Canada,Alberta,Calgary,M4V 1S3,Credit,Debit,8.83,CAD,Merchant_79,Dining,Transfer,10/31/2025 4:46,394.18,385.36,TRUE,0.9,FALSE,Mobile,FALSE,10,Friday,October,Debit,Clean,-8.82
TXN-000342,ACC-40065,Name_2973,user3167@example.com,Upper-Mid,Canada,Quebec,Laval,R0L 3G6,Checking,Debit,25.63,CAD,Merchant_316,Travel,Card,2/11/2026 5:08,11413.74,11388.11,FALSE,,FALSE,Mobile,FALSE,2,Wednesday,February,Debit,Clean,-25.63
TXN-000343,ACC-42370,Name_6240,user1779@example.com,Mid,Canada,British Columbia,Surrey,H0A 0N3,Savings,Credit,25.66,CAD,Merchant_242,Utilities,Card,9/21/2025 7:25,4354.37,4380.03,FALSE,,FALSE,Web,TRUE,9,Sunday,September,Credit,Clean,25.66
TXN-000344,ACC-58705,Name_4903,user5521@example.com,Lower-Mid,Canada,Alberta,Edmonton,J9R 1E2,Credit,Credit,12.1,CAD,Merchant_381,Rent,Card,1/21/2026 1:37,2841.32,2853.41,FALSE,,FALSE,POS,FALSE,1,Wednesday,January,Credit,Clean,12.09
TXN-000345,ACC-82154,Name_5137,user6690@example.com,Upper-Mid,Canada,Quebec,Montreal,P7E 6C7,Savings,Debit,12.54,CAD,Merchant_269,Groceries,Transfer,5/29/2025 15:25,7114.78,7102.24,FALSE,,FALSE,POS,FALSE,5,Thursday,May,Debit,Clean,-12.54
TXN-000346,ACC-61150,Name_7567,user5448@example.com,Low,Canada,Quebec,Quebec City,J2A 2J9,Credit,Debit,25.33,CAD,Merchant_5,Healthcare,Direct Debit,10/8/2025 2:48,1219.11,1193.78,FALSE,,FALSE,Web,FALSE,10,Wednesday,October,Debit,Clean,-25.33
TXN-000347,ACC-37521,Name_9758,user2903@example.com,Lower-Mid,Canada,British Columbia,Surrey,A5P 5C8,Savings,Credit,4.72,CAD,Merchant_370,Dining,Wire,4/21/2025 5:14,1283.75,1288.47,FALSE,,FALSE,POS,FALSE,4,Monday,April,Credit,Clean,4.72
TXN-000348,ACC-92081,Name_4377,user8244@example.com,Upper-Mid,Canada,Ontario,Mississauga,K5L 3R2,Savings,Debit,4.92,CAD,Merchant_119,Entertainment,Direct Debit,2/22/2026 17:54,5120.82,5115.91,FALSE,,FALSE,Mobile,FALSE,2,Sunday,February,Debit,Clean,-4.91
TXN-000349,ACC-89668,Name_4077,user2137@example.com,Low,Canada,Ontario,Ottawa,G1S 3T6,Checking,Credit,9.79,CAD,Merchant_371,Dining,Card,6/23/2025 21:42,533.05,542.84,TRUE,1.12,FALSE,Web,FALSE,6,Monday,June,Credit,Clean,9.79
TXN-000350,ACC-54353,Name_2392,user4314@example.com,Upper-Mid,Canada,Ontario,Toronto,G7T 2M5,Savings,Debit,16.22,CAD,Merchant_80,Travel,Card,5/19/2025 2:46,4003.15,3986.92,FALSE,,TRUE,POS,FALSE,5,Monday,May,Debit,Fraud,-16.23
TXN-000351,ACC-47597,Name_4700,user7303@example.com,Upper-Mid,Canada,Ontario,Toronto,E7H 1K1,Savings,Debit,27.41,CAD,Merchant_183,Rent,Direct Debit,6/8/2025 20:40,13037.8,13010.39,TRUE,0.78,FALSE,Mobile,FALSE,6,Sunday,June,Debit,Clean,-27.41
TXN-000352,ACC-44786,Name_2251,user1035@example.com,Lower-Mid,Canada,Quebec,Montreal,G2N 2R7,Credit,Credit,87.83,CAD,Merchant_408,Healthcare,Card,12/6/2025 6:22,1134.78,1222.61,FALSE,,FALSE,Mobile,FALSE,12,Saturday,December,Credit,Clean,87.83
TXN-000353,ACC-42231,Name_7278,user7859@example.com,Low,Canada,British Columbia,Vancouver,Y7Y 8V8,Credit,Credit,47.35,CAD,Merchant_421,Travel,Wire,6/4/2025 5:57,1990.59,2037.94,FALSE,,FALSE,Mobile,FALSE,6,Wednesday,June,Credit,Clean,47.35
